time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,precipAccumulation
1496876400,Clear,clear-day,0,0,10.26,10.26,-2.0,0.42,,0,,,,0.19,1,10.003,,,
1496880000,Clear,clear-day,0,0,12.72,12.72,-1.9,0.36,1010.7,0.48,,,251.0,0.19,2,10.003,,,
1496883600.0,,,0.0,0.0,16.26,16.26,-2.0,0.29,,1.0,,,,,,10.003,,,
1496887200.0,,,0.0,0.0,19.27,19.27,-3.99,0.2,,2.0,,,0.0,,,10.003,,,
1496890800,Partly Cloudy,partly-cloudy-day,0,0,21.25,21.25,-3.32,0.19,1005.8,2.48,,,283.0,0.34,7,10.003,,,
1496894400,Clear,clear-day,0,0,23.25,23.25,-3.99,0.16,,3,,,260.0,0.19,8,10.003,,,
1496898000,Clear,clear-day,0,0,24.26,24.26,-3.99,0.15,,6,,,330.0,0.19,9,10.003,,,
1496901600,Mostly Cloudy,partly-cloudy-day,0,0,24.77,24.77,-2.37,0.16,1002.7,6,11.0,,335.0,0.69,6,10.003,,,
1496905200,Mostly Cloudy,partly-cloudy-day,0,0,26.27,26.27,-7.0,0.11,,8,13.0,,330.0,0.75,5,10.003,,,
1496908800,Mostly Cloudy,partly-cloudy-day,0,0,26.27,26.27,-7.0,0.11,,8,14.0,,330.0,0.75,4,10.003,,,
1496912400,Clear,clear-day,0,0,25.39,25.39,-6.47,0.12,1001.0,8,14.0,,325.0,0.25,3,10.003,,,
1496916000.0,,,0.0,0.0,25.26,25.26,-6.0,0.12,,7.0,14.0,,311.0,,,10.003,,,
1496919600,Mostly Cloudy,partly-cloudy-day,0,0,24.26,24.26,-6.0,0.13,,6,,,330.0,0.75,0,10.003,,,
1496923200,Mostly Cloudy,partly-cloudy-day,0,0,22.91,22.91,-4.91,0.15,1002.9,5,,,354.0,0.69,0,10.003,,,
1496926800,Mostly Cloudy,partly-cloudy-night,0,0,21.27,21.27,-6.0,0.16,,3,,,11.0,0.75,0,10.003,,,
1496930400,Mostly Cloudy,partly-cloudy-night,0,0,20.26,20.26,-3.99,0.19,,4.01,,,41.0,0.75,0,10.003,,,
1496934000,Mostly Cloudy,partly-cloudy-night,0,0,19.25,19.25,-2.95,0.22,1006.3,4.48,,,71.0,0.75,0,10.003,,,
1496937600,Mostly Cloudy,partly-cloudy-night,0,0,18.26,18.26,-3.99,0.22,,5,,,50.0,0.75,0,10.003,,,
1496941200,Mostly Cloudy,partly-cloudy-night,0,0,14.26,14.26,-3.99,0.28,,6,,,50.0,0.75,0,10.003,,,
1496944800,Partly Cloudy,partly-cloudy-night,0,0,11.29,11.29,-2.56,0.38,1008.8,2,,,347.0,0.38,0,10.003,,,
1496948400.0,,,0.0,0.0,10.26,10.26,-2.99,0.39,,1.0,,,,,0.0,10.003,,,
1496952000.0,,,0.0,0.0,9.26,9.26,-2.99,0.42,,1.0,,,,,0.0,10.003,,,
1496955600,Mostly Cloudy,partly-cloudy-night,0,0,8.48,7.04,-2.33,0.47,1010.3,2.48,,,320.0,0.75,0,10.003,,,
1496959200,Mostly Cloudy,partly-cloudy-day,0,0,13.26,13.26,-2.99,0.32,,3,,,30.0,0.75,0,10.003,,,
1496962800,Mostly Cloudy,partly-cloudy-day,0,0,14.26,14.26,-2.99,0.3,,3,,,30.0,0.75,1,10.003,,,
1496966400,Mostly Cloudy,partly-cloudy-day,0,0,18.53,18.53,-1.53,0.26,1005.0,3,,,55.0,0.81,2,10.003,,,
1496970000,Mostly Cloudy,partly-cloudy-day,0,0,21.27,21.27,-2.99,0.19,,4.01,,,71.0,0.75,3,10.003,,,
1496973600,Mostly Cloudy,partly-cloudy-day,0,0,24.26,24.26,-4.99,0.14,,10,12.0,,131.0,0.75,4,10.003,,,
1496977200,Mostly Cloudy,partly-cloudy-day,0,0,25.67,25.67,-4.76,0.13,999.3,10,,,140.0,0.81,5,10.003,,,
1496980800,Mostly Cloudy,partly-cloudy-day,0,0,27.25,27.25,-6.0,0.11,,8,,,140.0,0.75,6,10.003,,,
1496984400,Partly Cloudy,partly-cloudy-day,0,0,28.27,28.27,-4.99,0.11,,6,11.0,,161.0,0.44,8,10.003,,,
1496988000,Mostly Cloudy,partly-cloudy-day,0,0,28.78,28.78,-2.9,0.13,996.1,7,12.0,,165.0,0.65,6,10.003,,,
1496991600,Partly Cloudy,partly-cloudy-day,0,0,30.26,30.26,-2.99,0.11,,4.01,10.0,,161.0,0.44,6,10.003,,,
1496995200,Mostly Cloudy,partly-cloudy-day,0,0,29.27,29.27,-3.99,0.11,,5,11.0,,150.0,0.75,4,10.003,,,
1496998800,Mostly Cloudy,partly-cloudy-day,0,0,28.67,28.67,-3.46,0.12,993.7,6.52,15.0,,207.0,0.81,3,10.003,,,
1497002400,Partly Cloudy,partly-cloudy-day,0,0,29.27,29.27,-7.0,0.09,,8,15.0,,200.0,0.44,2,10.003,,,
1497006000,Partly Cloudy,partly-cloudy-day,0,0,27.25,27.25,-2.99,0.14,,8.99,14.0,,260.0,0.44,1,10.003,,,
1497009600,Mostly Cloudy,partly-cloudy-day,0,0,26.25,26.25,-1.9,0.16,994.9,4.48,14.0,,234.0,0.65,0,10.003,,,
1497013200,Mostly Cloudy,partly-cloudy-night,0,0,24.26,24.26,-4.99,0.14,,4.01,,,221.0,0.75,0,10.003,,,
1497016800,Mostly Cloudy,partly-cloudy-night,0,0,23.25,23.25,-1.01,0.2,,8,,,230.0,0.75,0,10.003,,,
1497020400,Mostly Cloudy,partly-cloudy-night,0,0,21.97,21.97,1.66,0.26,998.9,5.95,,,221.0,0.65,0,10.003,,,
1497024000,Partly Cloudy,partly-cloudy-night,0,0,21.27,21.27,0.99,0.26,,6,,,221.0,0.44,0,10.003,,,
1497027600,Partly Cloudy,partly-cloudy-night,0,0,21.27,21.27,0.01,0.24,,6,,,140.0,0.44,0,10.003,,,
1497031200,Mostly Cloudy,partly-cloudy-night,0,0,20.05,20.05,-0.1,0.26,1000.8,5.48,,,161.0,0.71,0,10.003,,,
1497034800,Partly Cloudy,partly-cloudy-night,0,0,19.27,19.27,-2.0,0.24,,4.01,,,191.0,0.44,0,10.003,,,
1497038400,Partly Cloudy,partly-cloudy-night,0,0,18.26,18.26,-3.99,0.22,,4.01,,,180.0,0.44,0,10.003,,,
1497042000,Mostly Cloudy,partly-cloudy-day,0,0,17.1,17.1,-1.14,0.29,1001.9,3.48,,,156.0,0.65,0,10.003,,,
1497045600,Partly Cloudy,partly-cloudy-day,0,0,17.26,17.26,-1.01,0.29,,5,,,260.0,0.44,0,10.003,,,
1497049200,Partly Cloudy,partly-cloudy-day,0,0,18.26,18.26,-1.01,0.27,,7,,,180.0,0.44,1,10.003,,,
1497052800,Partly Cloudy,partly-cloudy-day,0,0,18.72,18.72,-2.14,0.24,1001.8,5,,,241.0,0.53,2,10.003,,,
1497056400,Clear,clear-day,0,0,20.26,20.26,-2.99,0.21,,5,,,240.0,0.19,4,10.003,,,
1497060000,Clear,clear-day,0,0,21.27,21.27,-3.99,0.18,,4.01,8.99,,230.0,0.19,6,10.003,,,
1497063600,Clear,clear-day,0,0,24.15,24.15,-3.8,0.15,999.4,8,14.0,,174.0,0.22,7,10.003,,,
1497067200,Clear,clear-day,0,0,24.26,24.26,-4.99,0.14,,8.99,14.0,,180.0,0.19,9,10.003,,,
1497070800,Clear,clear-day,0,0,25.26,25.26,-4.99,0.13,,8,13.0,,191.0,0.19,9,10.003,,,
1497074400,Partly Cloudy,partly-cloudy-day,0,0,25.29,25.29,-4.04,0.14,998.5,7.48,12.0,,195.0,0.47,7,10.003,,,
1497078000,Partly Cloudy,partly-cloudy-day,0,0,25.26,25.26,-6.0,0.12,,7,12.0,,200.0,0.44,6,10.003,,,
1497081600,Partly Cloudy,partly-cloudy-day,0,0,26.27,26.27,-4.99,0.12,,8.99,15.99,,191.0,0.44,5,10.003,,,
1497085200,Mostly Cloudy,partly-cloudy-day,0,0,24.43,24.43,-4.38,0.14,998.8,6.43,15.0,,200.0,0.65,3,10.003,,,
1497088800,Dangerously Windy and Partly Cloudy,wind,0,0,23.25,23.25,-7.0,0.13,,7,22.01,,210.0,0.44,2,10.003,,,
1497092400,Dangerously Windy and Partly Cloudy,wind,0,0,24.26,24.26,-4.99,0.14,,5,22.01,,180.0,0.44,1,10.003,,,
1497096000,Mostly Cloudy,partly-cloudy-day,0,0,22.72,22.72,-5.04,0.15,1000.5,4.53,11.0,,174.0,0.65,0,10.003,,,
1497099600,Partly Cloudy,partly-cloudy-night,0,0,21.27,21.27,-4.99,0.17,,5,,,200.0,0.44,0,10.003,,,
1497103200,Partly Cloudy,partly-cloudy-night,0,0,16.26,16.26,-4.99,0.23,,3,,,170.0,0.44,0,10.003,,,
1497106800,Partly Cloudy,partly-cloudy-night,0,0,16.1,16.1,-3.32,0.26,1004.5,4.48,,,166.0,0.59,0,10.003,,,
1497110400,Partly Cloudy,partly-cloudy-night,0,0,14.26,14.26,-2.99,0.3,,4.01,,,170.0,0.44,0,10.003,,,
1497114000,Partly Cloudy,partly-cloudy-night,0,0,13.26,13.26,-3.99,0.3,,3,,,150.0,0.44,0,10.003,,,
1497117600,Partly Cloudy,partly-cloudy-night,0,0,8.92,8.92,-4.18,0.39,1007.9,1,,,109.0,0.41,0,10.003,,,
1497121200,Partly Cloudy,partly-cloudy-night,0,0,9.26,9.26,-3.99,0.39,,1,,,,0.44,0,10.003,,,
1497124800,Partly Cloudy,partly-cloudy-night,0,0,7.26,7.26,-3.99,0.45,,1,,,,0.44,0,10.003,,,
1497128400,Mostly Cloudy,partly-cloudy-day,0,0,12.77,12.77,-2.95,0.33,1007.8,1.48,,,348.0,0.65,0,10.003,,,
1497132000,Partly Cloudy,partly-cloudy-day,0,0,12.26,12.26,-2.99,0.34,,0,,,,0.44,0,10.003,,,
1497135600,Partly Cloudy,partly-cloudy-day,0,0,18.26,18.26,0.01,0.29,,8,13.0,,131.0,0.44,1,10.003,,,
1497139200,Mostly Cloudy,partly-cloudy-day,0,0,18.72,18.72,2.18,0.33,1007.4,8.99,13.0,,140.0,0.65,2,10.003,,,
1497142800,Partly Cloudy,partly-cloudy-day,0,0,21.27,21.27,2.0,0.28,,8.99,14.0,,140.0,0.44,3,10.003,,,
1497146400,Partly Cloudy,partly-cloudy-day,0,0,22.27,22.27,0.99,0.24,,8,15.0,,161.0,0.44,5,10.003,,,
1497150000,Mostly Cloudy,partly-cloudy-day,0,0,22.86,22.86,1.75,0.25,1007.0,10,15.0,,145.0,0.65,6,10.003,,,
1497153600,Partly Cloudy,partly-cloudy-day,0,0,23.25,23.25,0.99,0.23,,8,15.0,,131.0,0.44,7,10.003,,,
1497157200,Partly Cloudy,partly-cloudy-day,0,0,22.27,22.27,0.99,0.24,,10,,,120.0,0.44,8,10.003,,,
1497160800,Mostly Cloudy,partly-cloudy-day,0,0,22.4,22.4,1.52,0.25,1008.6,7.95,13.0,,110.0,0.65,6,10.003,,,
1497164400,Mostly Cloudy,partly-cloudy-day,0,0,22.27,22.27,0.01,0.23,,8,,,131.0,0.75,5,10.003,,,
1497168000,Mostly Cloudy,partly-cloudy-day,0,0,18.26,18.26,5.0,0.42,,8,,,251.0,0.75,4,10.003,,,
1497171600,Partly Cloudy,partly-cloudy-day,0,0,22.2,22.2,2.9,0.28,1008.8,3,,,84.0,0.59,3,10.003,,,
1497175200,Mostly Cloudy,partly-cloudy-day,0,0,22.27,22.27,0.99,0.24,,4.01,,,80.0,0.75,1,10.003,,,
1497178800,Mostly Cloudy,partly-cloudy-day,0,0,22.27,22.27,-2.0,0.2,,6,,,150.0,0.75,1,10.003,,,
1497182400,Partly Cloudy,partly-cloudy-day,0,0,21.35,21.35,-2.09,0.21,1009.1,3,,,115.0,0.53,0,10.003,,,
1497186000,Partly Cloudy,partly-cloudy-night,0,0,14.26,14.26,-2.99,0.3,,3,,,150.0,0.44,0,10.003,,,
1497189600,Partly Cloudy,partly-cloudy-night,0,0,14.26,14.26,-2.99,0.3,,3,,,161.0,0.44,0,10.003,,,
1497193200,Partly Cloudy,partly-cloudy-night,0,0,14.2,14.2,-1.14,0.35,1013.8,3.53,,,182.0,0.35,0,10.003,,,
1497196800.0,,,0.0,0.0,12.26,12.26,-1.01,0.4,,2.0,,,150.0,,0.0,10.003,,,
1497200400.0,,,0.0,0.0,11.26,11.26,-1.01,0.43,,2.0,,,150.0,,0.0,10.003,,,
1497204000,Partly Cloudy,partly-cloudy-night,0,0,12.92,12.92,-1.32,0.37,1015.9,2,,,90.0,0.47,0,10.003,,,
1497207600,Partly Cloudy,partly-cloudy-night,0,0,10.26,10.26,-2.0,0.42,,2,,,,0.44,0,10.003,,,
1497211200,Partly Cloudy,partly-cloudy-night,0,0,8.27,7.17,-2.0,0.48,,2,,,180.0,0.44,0,10.003,,,
1497214800,Partly Cloudy,partly-cloudy-day,0,0,10.15,10.15,-2.47,0.41,1016.5,1.48,,,263.0,0.41,0,10.003,,,
1497218400,Partly Cloudy,partly-cloudy-day,0,0,12.26,12.26,-3.99,0.32,,0,,,,0.44,0,10.003,,,
1497222000.0,,,0.0,0.0,17.26,17.26,-3.99,0.23,,3.0,,,60.0,,,10.003,,,
1497225600,Clear,clear-day,0,0,19.49,19.49,-2.18,0.23,1014.5,3,,,344.0,0.19,2,10.003,,,
1497229200.0,,,0.0,0.0,21.27,21.27,-2.99,0.19,,6.0,,,150.0,,,10.003,,,
1497232800.0,,,0.0,0.0,22.27,22.27,-2.99,0.18,,6.0,11.0,,140.0,,,10.003,,,
1497236400,Clear,clear-day,0,0,23.15,23.15,-3.8,0.16,1012.1,6,11.0,,161.0,0.19,7,10.003,,,
1497240000.0,,,0.0,0.0,25.26,25.26,-4.99,0.13,,7.0,,,170.0,,,10.003,,,
1497243600,Clear,clear-day,0,0,25.26,25.26,-4.99,0.13,,3,10.0,,210.0,0.19,9,10.003,,,
1497247200,Clear,clear-day,0,0,26.25,26.25,-3.23,0.14,1009.2,4.48,,,190.0,0.22,8,10.003,,,
1497250800,Clear,clear-day,0,0,27.25,27.25,-4.99,0.12,,3,,,110.0,0.19,7,10.003,,,
1497254400,Clear,clear-day,0,0,27.25,27.25,-6.0,0.11,,3,8.0,,180.0,0.19,5,10.003,,,
1497258000,Clear,clear-day,0,0,26.9,26.9,-6.09,0.11,1007.8,3,8.0,,165.0,0.16,3,10.003,,,
1497261600,Clear,clear-day,0,0,27.25,27.25,-7.0,0.1,,3,,,170.0,0.19,2,10.003,,,
1497265200,Clear,clear-day,0,0,26.27,26.27,-7.0,0.11,,4.01,,,191.0,0.19,1,10.003,,,
1497268800,Clear,clear-day,0,0,25.2,25.2,-6.15,0.12,1009.2,4.01,,,165.0,0.16,0,10.003,,,
1497272400.0,,,0.0,0.0,20.26,20.26,-7.99,0.14,,4.01,,,150.0,,0.0,10.003,,,
1497276000.0,,,0.0,0.0,19.27,19.27,-7.99,0.15,,5.0,,,150.0,,0.0,10.003,,,
1497279600.0,,,0.0,0.0,19.29,19.29,-5.61,0.18,1013.8,6.48,,,155.0,,0.0,10.003,,,
1497283200.0,,,0.0,0.0,19.27,19.27,-4.99,0.19,,6.0,,,140.0,,0.0,10.003,,,
1497286800.0,,,0.0,0.0,18.26,18.26,-4.99,0.2,,6.0,,,140.0,,0.0,10.003,,,
1497290400.0,,,0.0,0.0,18.1,18.1,-4.23,0.22,1015.9,3.62,,,133.0,,0.0,10.003,,,
1497294000.0,,,0.0,0.0,16.26,16.26,-4.99,0.23,,2.0,,,,,0.0,10.003,,,
1497297600.0,,,0.0,0.0,15.26,15.26,-3.99,0.26,,1.0,,,,,0.0,10.003,,,
1497301200,Mostly Cloudy,partly-cloudy-day,0,0,12.1,12.1,-3.32,0.34,1018.4,1.48,,,154.0,0.75,0,10.003,,,
1497304800,Mostly Cloudy,partly-cloudy-day,0,0,11.26,11.26,-3.99,0.34,,1,,,,0.75,0,10.003,,,
1497308400,Mostly Cloudy,partly-cloudy-day,0,0,16.26,16.26,-2.99,0.27,,1,,,,0.75,1,10.003,,,
1497312000,Mostly Cloudy,partly-cloudy-day,0,0,19.77,19.77,-1.19,0.24,1015.4,2.53,,,25.0,0.81,2,10.003,,,
1497315600,Mostly Cloudy,partly-cloudy-day,0,0,23.25,23.25,-2.0,0.19,,6,,,131.0,0.75,3,10.003,,,
1497319200,Mostly Cloudy,partly-cloudy-day,0,0,25.26,25.26,-2.99,0.15,,6,,,170.0,0.75,4,10.003,,,
1497322800,Mostly Cloudy,partly-cloudy-day,0,0,25.48,25.48,-1.71,0.17,1012.3,4.48,,,165.0,0.81,5,10.003,,,
1497326400,Mostly Cloudy,partly-cloudy-day,0,0,26.27,26.27,-3.99,0.13,,6,,,191.0,0.75,6,10.003,,,
1497330000,Mostly Cloudy,partly-cloudy-day,0,0,26.27,26.27,-3.99,0.13,,4.01,,,180.0,0.75,6,10.003,,,
1497333600,Mostly Cloudy,partly-cloudy-day,0,0,27.19,27.19,-3.32,0.13,1010.1,4.01,8.99,,161.0,0.81,5,10.003,,,
1497337200,Mostly Cloudy,partly-cloudy-day,0,0,28.27,28.27,-4.99,0.11,,5,,,200.0,0.75,5,10.003,,,
1497340800,Mostly Cloudy,partly-cloudy-day,0,0,28.27,28.27,-4.99,0.11,,3,8.0,,161.0,0.75,4,10.003,,,
1497344400,Mostly Cloudy,partly-cloudy-day,0,0,27.82,27.82,-3.75,0.12,1008.2,4.05,8.0,,206.0,0.81,3,10.003,,,
1497348000,Partly Cloudy,partly-cloudy-day,0,0,27.25,27.25,-6.0,0.11,,4.01,,,180.0,0.44,2,10.003,,,
1497351600,Partly Cloudy,partly-cloudy-day,0,0,28.27,28.27,-6.0,0.1,,3,,,180.0,0.44,1,10.003,,,
1497355200,Mostly Cloudy,partly-cloudy-day,0,0,26.11,26.11,-5.28,0.12,1008.7,3.48,,,169.0,0.65,0,10.003,,,
1497358800,Mostly Cloudy,partly-cloudy-night,0,0,25.26,25.26,-6.0,0.12,,4.01,,,200.0,0.75,0,10.003,,,
1497362400,Partly Cloudy,partly-cloudy-night,0,0,22.27,22.27,2.0,0.26,,7,,,320.0,0.44,0,10.003,,,
1497366000,Partly Cloudy,partly-cloudy-night,0,0,18.82,18.82,1.8,0.32,1013.6,4.62,,,312.0,0.47,0,10.003,,,
1497369600,Clear,clear-night,0,0,17.26,17.26,0.99,0.33,,2,,,,0.19,0,10.003,,,
1497373200,Clear,clear-night,0,0,18.26,18.26,0.99,0.31,,3,,,180.0,0.19,0,10.003,,,
1497376800,Partly Cloudy,partly-cloudy-night,0,0,16.3,16.3,1.01,0.36,1015.0,1.53,,,246.0,0.59,0,10.003,,,
1497380400,Partly Cloudy,partly-cloudy-night,0,0,14.26,14.26,0.01,0.38,,2,,,221.0,0.44,0,10.003,,,
1497384000,Partly Cloudy,partly-cloudy-night,0,0,13.26,13.26,0.99,0.43,,0,,,,0.44,0,10.003,,,
1497387600,Partly Cloudy,partly-cloudy-day,0,0,13.39,13.39,1.7,0.45,1015.2,0.95,,,140.0,0.59,0,10.003,,,
1497391200,Partly Cloudy,partly-cloudy-day,0,0,12.26,12.26,0.01,0.43,,0,,,,0.44,0,10.003,,,
1497394800,Partly Cloudy,partly-cloudy-day,0,0,17.26,17.26,-1.01,0.29,,3,,,30.0,0.44,1,10.003,,,
1497398400,Partly Cloudy,partly-cloudy-day,0,0,18.82,18.82,0.73,0.3,1013.0,3,,,105.0,0.59,2,10.003,,,
1497402000,Partly Cloudy,partly-cloudy-day,0,0,22.27,22.27,0.01,0.23,,2,,,20.0,0.44,3,10.003,,,
1497405600,Partly Cloudy,partly-cloudy-day,0,0,25.26,25.26,0.01,0.19,,1,,,,0.44,5,10.003,,,
1497409200,Partly Cloudy,partly-cloudy-day,0,0,23.01,23.01,3.86,0.29,1011.2,8,8.99,,354.0,0.59,6,10.003,,,
1497412800,Partly Cloudy,partly-cloudy-day,0,0,24.26,24.26,3.0,0.25,,7,12.0,,341.0,0.44,7,10.003,,,
1497416400,Partly Cloudy,partly-cloudy-day,0,0,25.26,25.26,3.0,0.24,,6,,,20.0,0.44,8,10.003,,,
1497420000,Partly Cloudy,partly-cloudy-day,0,0,25.2,25.2,3.9,0.25,1009.5,7.52,,,341.0,0.41,7,10.003,,,
1497423600,Clear,clear-day,0,0,25.26,25.26,3.0,0.24,,7,,,330.0,0.19,7,10.003,,,
1497427200,Clear,clear-day,0,0,26.27,26.27,2.0,0.21,,6,12.0,,350.0,0.19,5,10.003,,,
1497430800,Clear,clear-day,0,0,25.97,25.97,0.33,0.19,1008.0,8.95,13.0,,341.0,0.16,3,10.003,,,
1497434400,Clear,clear-day,0,0,25.26,25.26,-1.01,0.18,,7,13.0,,0.0,0.19,2,10.003,,,
1497438000,Clear,clear-day,0,0,24.26,24.26,-2.0,0.17,,7,,,341.0,0.19,1,10.003,,,
1497441600,Clear,clear-day,0,0,23.1,23.1,-0.38,0.21,1010.2,6,,,341.0,0.22,0,10.003,,,
1497445200.0,,,0.0,0.0,22.27,22.27,-1.01,0.21,,4.01,,,20.0,,0.0,10.003,,,
1497448800,Partly Cloudy,partly-cloudy-night,0,0,20.26,20.26,-1.01,0.24,,3,,,11.0,0.44,0,10.003,,,
1497452400,Clear,clear-night,0,0,14.34,14.34,-1.53,0.33,1014.7,1.53,,,253.0,0.29,0,10.003,,,
1497456000.0,,,0.0,0.0,12.26,12.26,-2.0,0.37,,4.01,,,180.0,,0.0,10.003,,,
1497459600,Mostly Cloudy,partly-cloudy-night,0,0,13.26,13.26,-2.0,0.35,,0,,,,0.75,0,10.003,,,
1497463200,Mostly Cloudy,partly-cloudy-night,0,0,13.53,13.53,-1.14,0.36,1015.7,2,,,110.0,0.63,0,10.003,,,
1497466800.0,,,0.0,0.0,12.26,12.26,-2.0,0.37,,2.0,,,110.0,,0.0,10.003,,,
1497470400,Partly Cloudy,partly-cloudy-night,0,0,12.26,12.26,-1.01,0.4,,1,,,,0.44,0,10.003,,,
1497474000,Partly Cloudy,partly-cloudy-day,0,0,12.25,12.25,-0.68,0.41,1017.4,0.48,,,161.0,0.59,0,10.003,,,
1497477600,Mostly Cloudy,partly-cloudy-day,0,0,12.26,12.26,0.01,0.43,,0,,,,0.75,0,10.003,,,
1497481200,Mostly Cloudy,partly-cloudy-day,0,0,15.26,15.26,0.01,0.35,,0,,,,0.75,1,10.003,,,
1497484800,Mostly Cloudy,partly-cloudy-day,0,0,16.25,16.25,1.8,0.38,1015.5,1.48,,,76.0,0.65,2,10.003,,,
1497488400,Partly Cloudy,partly-cloudy-day,0,0,18.26,18.26,0.99,0.31,,1,,,,0.44,3,10.003,,,
1497492000,Partly Cloudy,partly-cloudy-day,0,0,21.27,21.27,2.0,0.28,,1,,,,0.44,5,10.003,,,
1497495600,Partly Cloudy,partly-cloudy-day,0,0,22.63,22.63,4.19,0.3,1010.9,3.48,,,285.0,0.46,6,10.003,,,
1497499200,Partly Cloudy,partly-cloudy-day,0,0,22.27,22.27,2.0,0.26,,3,,,330.0,0.44,7,10.003,,,
1497502800,Partly Cloudy,partly-cloudy-day,0,0,24.26,24.26,2.0,0.23,,3,8.99,,330.0,0.44,8,10.003,,,
1497506400,Partly Cloudy,partly-cloudy-day,0,0,24.81,24.81,2.52,0.23,1008.7,4.43,11.0,,330.0,0.53,7,10.003,,,
1497510000,Partly Cloudy,partly-cloudy-day,0,0,26.27,26.27,0.99,0.19,,4.01,11.0,,0.0,0.44,6,10.003,,,
1497513600,Partly Cloudy,partly-cloudy-day,0,0,26.27,26.27,0.99,0.19,,5,11.0,,341.0,0.44,5,10.003,,,
1497517200,Partly Cloudy,partly-cloudy-day,0,0,25.48,25.48,0.87,0.2,1006.3,5.95,12.0,,355.0,0.59,3,10.003,,,
1497520800,Clear,clear-day,0,0,25.26,25.26,-2.0,0.16,,7,,,330.0,0.19,2,10.003,,,
1497524400,Partly Cloudy,partly-cloudy-day,0,0,24.26,24.26,-4.99,0.14,,7,,,0.0,0.44,1,10.003,,,
1497528000,Partly Cloudy,partly-cloudy-day,0,0,22.01,22.01,-3.66,0.18,1008.9,7.52,,,346.0,0.59,0,10.003,,,
1497531600,Partly Cloudy,partly-cloudy-night,0,0,20.26,20.26,-3.99,0.19,,5,,,350.0,0.44,0,10.003,,,
1497535200,Partly Cloudy,partly-cloudy-night,0,0,18.26,18.26,-3.99,0.22,,3,,,0.0,0.44,0,10.003,,,
1497538800,Partly Cloudy,partly-cloudy-night,0,0,19.25,19.25,-3.99,0.2,1011.2,4.01,,,356.0,0.47,0,10.003,,,
1497542400,Partly Cloudy,partly-cloudy-night,0,0,18.26,18.26,-4.99,0.2,,2,,,41.0,0.44,0,10.003,,,
1497546000,Partly Cloudy,partly-cloudy-night,0,0,17.26,17.26,-4.99,0.21,,4.01,,,30.0,0.44,0,10.003,,,
1497549600,Partly Cloudy,partly-cloudy-night,0,0,13.53,13.53,-3.51,0.3,1013.0,0,,,,0.35,0,10.003,,,
1497553200.0,,,0.0,0.0,14.26,14.26,-3.99,0.28,,3.0,,,30.0,,0.0,10.003,,,
1497556800.0,,,0.0,0.0,13.26,13.26,-3.99,0.3,,2.0,,,80.0,,0.0,10.003,,,
1497560400,Partly Cloudy,partly-cloudy-day,0,0,11.68,11.68,-3.37,0.35,1014.0,3,,,71.0,0.51,0,10.003,,,
1497564000.0,,,0.0,0.0,11.26,11.26,-3.99,0.34,,3.0,,,71.0,,,10.003,,,
1497567600.0,,,0.0,0.0,13.26,13.26,-3.99,0.3,,0.0,,,,,,10.003,,,
1497571200,Mostly Cloudy,partly-cloudy-day,0,0,15.63,15.63,-2.99,0.28,1011.7,1.43,,,320.0,0.63,2,10.003,,,
1497574800.0,,,0.0,0.0,18.26,18.26,-2.99,0.23,,2.0,,,300.0,,,10.003,,,
1497578400,Clear,clear-day,0,0,22.27,22.27,-3.99,0.17,,3,,,260.0,0.19,6,10.003,,,
1497582000,Partly Cloudy,partly-cloudy-day,0,0,22.49,22.49,-1.04,0.21,1007.0,2,,,341.0,0.53,6,10.003,,,
1497585600,Partly Cloudy,partly-cloudy-day,0,0,23.25,23.25,-2.0,0.19,,2,,,320.0,0.44,7,10.003,,,
1497589200,Partly Cloudy,partly-cloudy-day,0,0,24.26,24.26,-1.01,0.19,,5,,,281.0,0.44,8,10.003,,,
1497592800,Partly Cloudy,partly-cloudy-day,0,0,23.68,23.68,0.14,0.21,1004.9,7.52,14.0,,346.0,0.59,6,10.003,,,
1497596400,Partly Cloudy,partly-cloudy-day,0,0,23.25,23.25,-1.01,0.2,,3,14.0,,20.0,0.44,6,10.003,,,
1497600000,Partly Cloudy,partly-cloudy-day,0,0,24.26,24.26,0.01,0.2,,7,,,341.0,0.44,5,10.003,,,
1497603600,Partly Cloudy,partly-cloudy-day,0,0,24.77,24.77,0.91,0.21,1002.6,3,,,20.0,0.53,3,10.003,,,
1497607200,Clear,clear-day,0,0,24.26,24.26,0.99,0.22,,6,,,330.0,0.19,2,10.003,,,
1497610800,Partly Cloudy,partly-cloudy-day,0,0,23.25,23.25,0.99,0.23,,3,,,0.0,0.44,1,10.003,,,
1497614400,Mostly Cloudy,partly-cloudy-day,0,0,21.97,21.97,2.66,0.28,1004.6,6,,,351.0,0.65,0,10.003,,,
1497618000,Partly Cloudy,partly-cloudy-night,0,0,21.27,21.27,2.0,0.28,,5,,,11.0,0.44,0,10.003,,,
1497621600,Partly Cloudy,partly-cloudy-night,0,0,20.26,20.26,2.0,0.3,,5,,,0.0,0.44,0,10.003,,,
1497625200,Mostly Cloudy,partly-cloudy-night,0,0,18.87,18.87,4.48,0.39,1006.9,4.01,,,25.0,0.65,0,10.003,,,
