id,type,source,unit,date,value1,value2,value3
8356,PM2.5,Stateair.mn,µg/m3,2016-11-29 17:00:00,69.4,62.8,44.5
8357,PM2.5,Stateair.mn,µg/m3,2016-11-29 18:00:00,45.0,69.4,62.8
8358,PM2.5,Stateair.mn,µg/m3,2016-11-29 19:00:00,48.9,45.0,69.4
8359,PM2.5,Stateair.mn,µg/m3,2016-11-29 20:00:00,64.5,48.9,45.0
8360,PM2.5,Stateair.mn,µg/m3,2016-11-29 21:00:00,67.7,64.5,48.9
8361,PM2.5,Stateair.mn,µg/m3,2016-11-29 22:00:00,115.4,67.7,64.5
8362,PM2.5,Stateair.mn,µg/m3,2016-11-29 23:00:00,178.2,115.4,67.7
8363,PM2.5,Stateair.mn,µg/m3,2016-11-30 00:00:00,194.1,178.2,115.4
8364,PM2.5,Stateair.mn,µg/m3,2016-11-30 01:00:00,189.5,194.1,178.2
8365,PM2.5,Stateair.mn,µg/m3,2016-11-30 02:00:00,180.8,189.5,194.1
8366,PM2.5,Stateair.mn,µg/m3,2016-11-30 03:00:00,176.9,180.8,189.5
8367,PM2.5,Stateair.mn,µg/m3,2016-11-30 04:00:00,233.9,176.9,180.8
8368,PM2.5,Stateair.mn,µg/m3,2016-11-30 05:00:00,291.5,233.9,176.9
8369,PM2.5,Stateair.mn,µg/m3,2016-11-30 06:00:00,232.7,291.5,233.9
8370,PM2.5,Stateair.mn,µg/m3,2016-11-30 07:00:00,180.9,232.7,291.5
8371,PM2.5,Stateair.mn,µg/m3,2016-11-30 08:00:00,128.9,180.9,232.7
8372,PM2.5,Stateair.mn,µg/m3,2016-11-30 09:00:00,127.9,128.9,180.9
8373,PM2.5,Stateair.mn,µg/m3,2016-11-30 10:00:00,131.9,127.9,128.9
8374,PM2.5,Stateair.mn,µg/m3,2016-11-30 11:00:00,131.9,131.9,127.9
8375,PM2.5,Stateair.mn,µg/m3,2016-11-30 12:00:00,-999.0,131.9,131.9
8376,PM2.5,Stateair.mn,µg/m3,2016-11-30 13:00:00,-999.0,-999.0,131.9
8377,PM2.5,Stateair.mn,µg/m3,2016-11-30 14:00:00,-999.0,-999.0,-999.0
8378,PM2.5,Stateair.mn,µg/m3,2016-11-30 15:00:00,-999.0,-999.0,-999.0
8379,PM2.5,Stateair.mn,µg/m3,2016-11-30 16:00:00,35.9,-999.0,-999.0
8380,PM2.5,Stateair.mn,µg/m3,2016-11-30 17:00:00,21.1,35.9,-999.0
8381,PM2.5,Stateair.mn,µg/m3,2016-11-30 18:00:00,20.0,21.1,35.9
8382,PM2.5,Stateair.mn,µg/m3,2016-11-30 19:00:00,18.9,20.0,21.1
8383,PM2.5,Stateair.mn,µg/m3,2016-11-30 20:00:00,18.9,18.9,20.0
8384,PM2.5,Stateair.mn,µg/m3,2016-11-30 21:00:00,18.9,18.9,18.9
8385,PM2.5,Stateair.mn,µg/m3,2016-11-30 22:00:00,200.5,18.9,18.9
8386,PM2.5,Stateair.mn,µg/m3,2016-11-30 23:00:00,271.8,200.5,18.9
8387,PM2.5,Stateair.mn,µg/m3,2016-12-01 00:00:00,240.4,271.8,200.5
8388,PM2.5,Stateair.mn,µg/m3,2016-12-01 01:00:00,194.7,240.4,271.8
8389,PM2.5,Stateair.mn,µg/m3,2016-12-01 02:00:00,169.9,194.7,240.4
8390,PM2.5,Stateair.mn,µg/m3,2016-12-01 03:00:00,198.7,169.9,194.7
8391,PM2.5,Stateair.mn,µg/m3,2016-12-01 04:00:00,246.0,198.7,169.9
8392,PM2.5,Stateair.mn,µg/m3,2016-12-01 05:00:00,286.6,246.0,198.7
8393,PM2.5,Stateair.mn,µg/m3,2016-12-01 06:00:00,264.8,286.6,246.0
8394,PM2.5,Stateair.mn,µg/m3,2016-12-01 07:00:00,191.3,264.8,286.6
8395,PM2.5,Stateair.mn,µg/m3,2016-12-01 08:00:00,171.7,191.3,264.8
8396,PM2.5,Stateair.mn,µg/m3,2016-12-01 09:00:00,249.8,171.7,191.3
8397,PM2.5,Stateair.mn,µg/m3,2016-12-01 10:00:00,303.9,249.8,171.7
8398,PM2.5,Stateair.mn,µg/m3,2016-12-01 11:00:00,303.9,303.9,249.8
8399,PM2.5,Stateair.mn,µg/m3,2016-12-01 12:00:00,323.3,303.9,303.9
8400,PM2.5,Stateair.mn,µg/m3,2016-12-01 13:00:00,-999.0,323.3,303.9
8401,PM2.5,Stateair.mn,µg/m3,2016-12-01 14:00:00,804.7,-999.0,323.3
8402,PM2.5,Stateair.mn,µg/m3,2016-12-01 15:00:00,-999.0,804.7,-999.0
8403,PM2.5,Stateair.mn,µg/m3,2016-12-01 16:00:00,-999.0,-999.0,804.7
8404,PM2.5,Stateair.mn,µg/m3,2016-12-01 17:00:00,-999.0,-999.0,-999.0
8405,PM2.5,Stateair.mn,µg/m3,2016-12-01 18:00:00,-999.0,-999.0,-999.0
8406,PM2.5,Stateair.mn,µg/m3,2016-12-01 19:00:00,-999.0,-999.0,-999.0
8407,PM2.5,Stateair.mn,µg/m3,2016-12-01 20:00:00,-999.0,-999.0,-999.0
8408,PM2.5,Stateair.mn,µg/m3,2016-12-01 21:00:00,291.5,-999.0,-999.0
8409,PM2.5,Stateair.mn,µg/m3,2016-12-01 22:00:00,291.5,291.5,-999.0
8410,PM2.5,Stateair.mn,µg/m3,2016-12-01 23:00:00,789.3,291.5,291.5
8411,PM2.5,Stateair.mn,µg/m3,2016-12-02 00:00:00,-999.0,789.3,291.5
8412,PM2.5,Stateair.mn,µg/m3,2016-12-02 01:00:00,934.5,-999.0,789.3
8413,PM2.5,Stateair.mn,µg/m3,2016-12-02 02:00:00,964.6,934.5,-999.0
8414,PM2.5,Stateair.mn,µg/m3,2016-12-02 03:00:00,-999.0,964.6,934.5
8415,PM2.5,Stateair.mn,µg/m3,2016-12-02 04:00:00,-999.0,-999.0,964.6
8416,PM2.5,Stateair.mn,µg/m3,2016-12-02 05:00:00,344.6,-999.0,-999.0
8417,PM2.5,Stateair.mn,µg/m3,2016-12-02 06:00:00,344.6,344.6,-999.0
8418,PM2.5,Stateair.mn,µg/m3,2016-12-02 07:00:00,291.5,344.6,344.6
8419,PM2.5,Stateair.mn,µg/m3,2016-12-02 08:00:00,316.4,291.5,344.6
8420,PM2.5,Stateair.mn,µg/m3,2016-12-02 09:00:00,343.1,316.4,291.5
8421,PM2.5,Stateair.mn,µg/m3,2016-12-02 10:00:00,352.4,343.1,316.4
8422,PM2.5,Stateair.mn,µg/m3,2016-12-02 11:00:00,352.4,352.4,343.1
8423,PM2.5,Stateair.mn,µg/m3,2016-12-02 12:00:00,780.4,352.4,352.4
8424,PM2.5,Stateair.mn,µg/m3,2016-12-02 13:00:00,897.9,780.4,352.4
8425,PM2.5,Stateair.mn,µg/m3,2016-12-02 14:00:00,897.9,897.9,780.4
8426,PM2.5,Stateair.mn,µg/m3,2016-12-02 15:00:00,-999.0,897.9,897.9
8427,PM2.5,Stateair.mn,µg/m3,2016-12-02 16:00:00,-999.0,-999.0,897.9
8428,PM2.5,Stateair.mn,µg/m3,2016-12-02 17:00:00,91.7,-999.0,-999.0
8429,PM2.5,Stateair.mn,µg/m3,2016-12-02 18:00:00,61.4,91.7,-999.0
8430,PM2.5,Stateair.mn,µg/m3,2016-12-02 19:00:00,51.1,61.4,91.7
8431,PM2.5,Stateair.mn,µg/m3,2016-12-02 20:00:00,48.4,51.1,61.4
8432,PM2.5,Stateair.mn,µg/m3,2016-12-02 21:00:00,74.5,48.4,51.1
8433,PM2.5,Stateair.mn,µg/m3,2016-12-02 22:00:00,74.4,74.5,48.4
8434,PM2.5,Stateair.mn,µg/m3,2016-12-02 23:00:00,-999.0,74.4,74.5
8435,PM2.5,Stateair.mn,µg/m3,2016-12-03 00:00:00,-999.0,-999.0,74.4
8436,PM2.5,Stateair.mn,µg/m3,2016-12-03 01:00:00,-999.0,-999.0,-999.0
8437,PM2.5,Stateair.mn,µg/m3,2016-12-03 02:00:00,-999.0,-999.0,-999.0
8438,PM2.5,Stateair.mn,µg/m3,2016-12-03 03:00:00,405.1,-999.0,-999.0
8439,PM2.5,Stateair.mn,µg/m3,2016-12-03 04:00:00,-999.0,405.1,-999.0
8440,PM2.5,Stateair.mn,µg/m3,2016-12-03 05:00:00,385.4,-999.0,405.1
8441,PM2.5,Stateair.mn,µg/m3,2016-12-03 06:00:00,423.7,385.4,-999.0
8442,PM2.5,Stateair.mn,µg/m3,2016-12-03 07:00:00,433.7,423.7,385.4
8443,PM2.5,Stateair.mn,µg/m3,2016-12-03 08:00:00,360.8,433.7,423.7
8444,PM2.5,Stateair.mn,µg/m3,2016-12-03 09:00:00,321.6,360.8,433.7
8445,PM2.5,Stateair.mn,µg/m3,2016-12-03 10:00:00,329.9,321.6,360.8
8446,PM2.5,Stateair.mn,µg/m3,2016-12-03 11:00:00,325.3,329.9,321.6
8447,PM2.5,Stateair.mn,µg/m3,2016-12-03 12:00:00,325.3,325.3,329.9
8448,PM2.5,Stateair.mn,µg/m3,2016-12-03 13:00:00,292.2,325.3,325.3
8449,PM2.5,Stateair.mn,µg/m3,2016-12-03 14:00:00,-999.0,292.2,325.3
8450,PM2.5,Stateair.mn,µg/m3,2016-12-03 15:00:00,794.3,-999.0,292.2
8451,PM2.5,Stateair.mn,µg/m3,2016-12-03 16:00:00,-999.0,794.3,-999.0
8452,PM2.5,Stateair.mn,µg/m3,2016-12-03 17:00:00,-999.0,-999.0,794.3
8453,PM2.5,Stateair.mn,µg/m3,2016-12-03 18:00:00,-999.0,-999.0,-999.0
8454,PM2.5,Stateair.mn,µg/m3,2016-12-03 19:00:00,55.5,-999.0,-999.0
8455,PM2.5,Stateair.mn,µg/m3,2016-12-03 20:00:00,38.4,55.5,-999.0
8456,PM2.5,Stateair.mn,µg/m3,2016-12-03 21:00:00,39.2,38.4,55.5
8457,PM2.5,Stateair.mn,µg/m3,2016-12-03 22:00:00,33.4,39.2,38.4
8458,PM2.5,Stateair.mn,µg/m3,2016-12-03 23:00:00,29.1,33.4,39.2
8459,PM2.5,Stateair.mn,µg/m3,2016-12-04 00:00:00,27.5,29.1,33.4
8460,PM2.5,Stateair.mn,µg/m3,2016-12-04 01:00:00,25.2,27.5,29.1
8461,PM2.5,Stateair.mn,µg/m3,2016-12-04 02:00:00,23.1,25.2,27.5
8462,PM2.5,Stateair.mn,µg/m3,2016-12-04 03:00:00,24.4,23.1,25.2
8463,PM2.5,Stateair.mn,µg/m3,2016-12-04 04:00:00,21.7,24.4,23.1
8464,PM2.5,Stateair.mn,µg/m3,2016-12-04 05:00:00,20.3,21.7,24.4
8465,PM2.5,Stateair.mn,µg/m3,2016-12-04 06:00:00,11.6,20.3,21.7
8466,PM2.5,Stateair.mn,µg/m3,2016-12-04 07:00:00,8.3,11.6,20.3
8467,PM2.5,Stateair.mn,µg/m3,2016-12-04 08:00:00,8.1,8.3,11.6
8468,PM2.5,Stateair.mn,µg/m3,2016-12-04 09:00:00,8.0,8.1,8.3
8469,PM2.5,Stateair.mn,µg/m3,2016-12-04 10:00:00,10.5,8.0,8.1
8470,PM2.5,Stateair.mn,µg/m3,2016-12-04 11:00:00,19.2,10.5,8.0
8471,PM2.5,Stateair.mn,µg/m3,2016-12-04 12:00:00,72.1,19.2,10.5
8472,PM2.5,Stateair.mn,µg/m3,2016-12-04 13:00:00,65.5,72.1,19.2
8473,PM2.5,Stateair.mn,µg/m3,2016-12-04 14:00:00,83.7,65.5,72.1
8474,PM2.5,Stateair.mn,µg/m3,2016-12-04 15:00:00,88.4,83.7,65.5
8475,PM2.5,Stateair.mn,µg/m3,2016-12-04 16:00:00,79.2,88.4,83.7
8476,PM2.5,Stateair.mn,µg/m3,2016-12-04 17:00:00,50.6,79.2,88.4
8477,PM2.5,Stateair.mn,µg/m3,2016-12-04 18:00:00,32.8,50.6,79.2
8478,PM2.5,Stateair.mn,µg/m3,2016-12-04 19:00:00,25.9,32.8,50.6
8479,PM2.5,Stateair.mn,µg/m3,2016-12-04 20:00:00,37.4,25.9,32.8
8480,PM2.5,Stateair.mn,µg/m3,2016-12-04 21:00:00,77.2,37.4,25.9
8481,PM2.5,Stateair.mn,µg/m3,2016-12-04 22:00:00,80.6,77.2,37.4
8482,PM2.5,Stateair.mn,µg/m3,2016-12-04 23:00:00,85.3,80.6,77.2
8483,PM2.5,Stateair.mn,µg/m3,2016-12-05 00:00:00,103.6,85.3,80.6
8484,PM2.5,Stateair.mn,µg/m3,2016-12-05 01:00:00,128.8,103.6,85.3
8485,PM2.5,Stateair.mn,µg/m3,2016-12-05 02:00:00,145.4,128.8,103.6
8486,PM2.5,Stateair.mn,µg/m3,2016-12-05 03:00:00,145.2,145.4,128.8
8487,PM2.5,Stateair.mn,µg/m3,2016-12-05 04:00:00,133.1,145.2,145.4
8488,PM2.5,Stateair.mn,µg/m3,2016-12-05 05:00:00,98.5,133.1,145.2
8489,PM2.5,Stateair.mn,µg/m3,2016-12-05 06:00:00,71.2,98.5,133.1
8490,PM2.5,Stateair.mn,µg/m3,2016-12-05 07:00:00,60.6,71.2,98.5
8491,PM2.5,Stateair.mn,µg/m3,2016-12-05 08:00:00,49.3,60.6,71.2
8492,PM2.5,Stateair.mn,µg/m3,2016-12-05 09:00:00,58.1,49.3,60.6
8493,PM2.5,Stateair.mn,µg/m3,2016-12-05 10:00:00,95.0,58.1,49.3
8494,PM2.5,Stateair.mn,µg/m3,2016-12-05 11:00:00,95.0,95.0,58.1
8495,PM2.5,Stateair.mn,µg/m3,2016-12-05 12:00:00,-999.0,95.0,95.0
8496,PM2.5,Stateair.mn,µg/m3,2016-12-05 13:00:00,-999.0,-999.0,95.0
8497,PM2.5,Stateair.mn,µg/m3,2016-12-05 14:00:00,916.7,-999.0,-999.0
8498,PM2.5,Stateair.mn,µg/m3,2016-12-05 15:00:00,917.0,916.7,-999.0
8499,PM2.5,Stateair.mn,µg/m3,2016-12-05 16:00:00,-999.0,917.0,916.7
8500,PM2.5,Stateair.mn,µg/m3,2016-12-05 17:00:00,-999.0,-999.0,917.0
8501,PM2.5,Stateair.mn,µg/m3,2016-12-05 18:00:00,113.0,-999.0,-999.0
8502,PM2.5,Stateair.mn,µg/m3,2016-12-05 19:00:00,85.8,113.0,-999.0
8503,PM2.5,Stateair.mn,µg/m3,2016-12-05 20:00:00,76.4,85.8,113.0
8504,PM2.5,Stateair.mn,µg/m3,2016-12-05 21:00:00,80.8,76.4,85.8
8505,PM2.5,Stateair.mn,µg/m3,2016-12-05 22:00:00,252.0,80.8,76.4
8506,PM2.5,Stateair.mn,µg/m3,2016-12-05 23:00:00,301.3,252.0,80.8
8507,PM2.5,Stateair.mn,µg/m3,2016-12-06 00:00:00,258.5,301.3,252.0
8508,PM2.5,Stateair.mn,µg/m3,2016-12-06 01:00:00,234.6,258.5,301.3
8509,PM2.5,Stateair.mn,µg/m3,2016-12-06 02:00:00,311.6,234.6,258.5
8510,PM2.5,Stateair.mn,µg/m3,2016-12-06 03:00:00,648.4,311.6,234.6
8511,PM2.5,Stateair.mn,µg/m3,2016-12-06 04:00:00,457.7,648.4,311.6
8512,PM2.5,Stateair.mn,µg/m3,2016-12-06 05:00:00,472.4,457.7,648.4
8513,PM2.5,Stateair.mn,µg/m3,2016-12-06 06:00:00,394.7,472.4,457.7
8514,PM2.5,Stateair.mn,µg/m3,2016-12-06 07:00:00,348.4,394.7,472.4
8515,PM2.5,Stateair.mn,µg/m3,2016-12-06 08:00:00,270.7,348.4,394.7
8516,PM2.5,Stateair.mn,µg/m3,2016-12-06 09:00:00,245.3,270.7,348.4
8517,PM2.5,Stateair.mn,µg/m3,2016-12-06 10:00:00,249.1,245.3,270.7
8518,PM2.5,Stateair.mn,µg/m3,2016-12-06 11:00:00,240.5,249.1,245.3
8519,PM2.5,Stateair.mn,µg/m3,2016-12-06 12:00:00,240.5,240.5,249.1
8520,PM2.5,Stateair.mn,µg/m3,2016-12-06 13:00:00,-999.0,240.5,240.5
8521,PM2.5,Stateair.mn,µg/m3,2016-12-06 14:00:00,-999.0,-999.0,240.5
8522,PM2.5,Stateair.mn,µg/m3,2016-12-06 15:00:00,-999.0,-999.0,-999.0
8523,PM2.5,Stateair.mn,µg/m3,2016-12-06 16:00:00,115.1,-999.0,-999.0
8524,PM2.5,Stateair.mn,µg/m3,2016-12-06 17:00:00,189.2,115.1,-999.0
8525,PM2.5,Stateair.mn,µg/m3,2016-12-06 18:00:00,220.8,189.2,115.1
8526,PM2.5,Stateair.mn,µg/m3,2016-12-06 19:00:00,165.5,220.8,189.2
8527,PM2.5,Stateair.mn,µg/m3,2016-12-06 20:00:00,121.2,165.5,220.8
8528,PM2.5,Stateair.mn,µg/m3,2016-12-06 21:00:00,110.0,121.2,165.5
8529,PM2.5,Stateair.mn,µg/m3,2016-12-06 22:00:00,165.2,110.0,121.2
8530,PM2.5,Stateair.mn,µg/m3,2016-12-06 23:00:00,180.6,165.2,110.0
8531,PM2.5,Stateair.mn,µg/m3,2016-12-07 00:00:00,253.9,180.6,165.2
8532,PM2.5,Stateair.mn,µg/m3,2016-12-07 01:00:00,329.5,253.9,180.6
8533,PM2.5,Stateair.mn,µg/m3,2016-12-07 02:00:00,334.7,329.5,253.9
8534,PM2.5,Stateair.mn,µg/m3,2016-12-07 03:00:00,282.8,334.7,329.5
8535,PM2.5,Stateair.mn,µg/m3,2016-12-07 04:00:00,260.9,282.8,334.7
8536,PM2.5,Stateair.mn,µg/m3,2016-12-07 05:00:00,269.4,260.9,282.8
8537,PM2.5,Stateair.mn,µg/m3,2016-12-07 06:00:00,243.2,269.4,260.9
8538,PM2.5,Stateair.mn,µg/m3,2016-12-07 07:00:00,203.1,243.2,269.4
8539,PM2.5,Stateair.mn,µg/m3,2016-12-07 08:00:00,151.0,203.1,243.2
8540,PM2.5,Stateair.mn,µg/m3,2016-12-07 09:00:00,184.5,151.0,203.1
8541,PM2.5,Stateair.mn,µg/m3,2016-12-07 10:00:00,273.2,184.5,151.0
8542,PM2.5,Stateair.mn,µg/m3,2016-12-07 11:00:00,273.3,273.2,184.5
8543,PM2.5,Stateair.mn,µg/m3,2016-12-07 12:00:00,747.9,273.3,273.2
8544,PM2.5,Stateair.mn,µg/m3,2016-12-07 13:00:00,883.4,747.9,273.3
8545,PM2.5,Stateair.mn,µg/m3,2016-12-07 14:00:00,883.6,883.4,747.9
8546,PM2.5,Stateair.mn,µg/m3,2016-12-07 15:00:00,-999.0,883.6,883.4
8547,PM2.5,Stateair.mn,µg/m3,2016-12-07 16:00:00,-999.0,-999.0,883.6
8548,PM2.5,Stateair.mn,µg/m3,2016-12-07 17:00:00,165.3,-999.0,-999.0
8549,PM2.5,Stateair.mn,µg/m3,2016-12-07 18:00:00,129.6,165.3,-999.0
8550,PM2.5,Stateair.mn,µg/m3,2016-12-07 19:00:00,129.6,129.6,165.3
8551,PM2.5,Stateair.mn,µg/m3,2016-12-07 20:00:00,-999.0,129.6,129.6
8552,PM2.5,Stateair.mn,µg/m3,2016-12-07 21:00:00,-999.0,-999.0,129.6
8553,PM2.5,Stateair.mn,µg/m3,2016-12-07 22:00:00,129.2,-999.0,-999.0
8554,PM2.5,Stateair.mn,µg/m3,2016-12-07 23:00:00,68.4,129.2,-999.0
8555,PM2.5,Stateair.mn,µg/m3,2016-12-08 00:00:00,38.0,68.4,129.2
8556,PM2.5,Stateair.mn,µg/m3,2016-12-08 01:00:00,22.3,38.0,68.4
8557,PM2.5,Stateair.mn,µg/m3,2016-12-08 02:00:00,15.7,22.3,38.0
8558,PM2.5,Stateair.mn,µg/m3,2016-12-08 03:00:00,24.3,15.7,22.3
8559,PM2.5,Stateair.mn,µg/m3,2016-12-08 04:00:00,42.1,24.3,15.7
8560,PM2.5,Stateair.mn,µg/m3,2016-12-08 05:00:00,43.5,42.1,24.3
8561,PM2.5,Stateair.mn,µg/m3,2016-12-08 06:00:00,40.7,43.5,42.1
8562,PM2.5,Stateair.mn,µg/m3,2016-12-08 07:00:00,72.3,40.7,43.5
8563,PM2.5,Stateair.mn,µg/m3,2016-12-08 08:00:00,89.1,72.3,40.7
8564,PM2.5,Stateair.mn,µg/m3,2016-12-08 09:00:00,90.0,89.1,72.3
8565,PM2.5,Stateair.mn,µg/m3,2016-12-08 10:00:00,111.5,90.0,89.1
8566,PM2.5,Stateair.mn,µg/m3,2016-12-08 11:00:00,155.2,111.5,90.0
8567,PM2.5,Stateair.mn,µg/m3,2016-12-08 12:00:00,155.3,155.2,111.5
8568,PM2.5,Stateair.mn,µg/m3,2016-12-08 13:00:00,-999.0,155.3,155.2
8569,PM2.5,Stateair.mn,µg/m3,2016-12-08 14:00:00,-999.0,-999.0,155.3
8570,PM2.5,Stateair.mn,µg/m3,2016-12-08 15:00:00,177.8,-999.0,-999.0
8571,PM2.5,Stateair.mn,µg/m3,2016-12-08 16:00:00,134.8,177.8,-999.0
8572,PM2.5,Stateair.mn,µg/m3,2016-12-08 17:00:00,115.0,134.8,177.8
8573,PM2.5,Stateair.mn,µg/m3,2016-12-08 18:00:00,95.5,115.0,134.8
8574,PM2.5,Stateair.mn,µg/m3,2016-12-08 19:00:00,78.5,95.5,115.0
8575,PM2.5,Stateair.mn,µg/m3,2016-12-08 20:00:00,133.1,78.5,95.5
8576,PM2.5,Stateair.mn,µg/m3,2016-12-08 21:00:00,133.1,133.1,78.5
8577,PM2.5,Stateair.mn,µg/m3,2016-12-08 22:00:00,-999.0,133.1,133.1
8578,PM2.5,Stateair.mn,µg/m3,2016-12-08 23:00:00,-999.0,-999.0,133.1
8579,PM2.5,Stateair.mn,µg/m3,2016-12-09 00:00:00,342.6,-999.0,-999.0
8580,PM2.5,Stateair.mn,µg/m3,2016-12-09 01:00:00,342.6,342.6,-999.0
8581,PM2.5,Stateair.mn,µg/m3,2016-12-09 02:00:00,799.6,342.6,342.6
8582,PM2.5,Stateair.mn,µg/m3,2016-12-09 03:00:00,-999.0,799.6,342.6
8583,PM2.5,Stateair.mn,µg/m3,2016-12-09 04:00:00,482.5,-999.0,799.6
8584,PM2.5,Stateair.mn,µg/m3,2016-12-09 05:00:00,739.7,482.5,-999.0
8585,PM2.5,Stateair.mn,µg/m3,2016-12-09 06:00:00,739.9,739.7,482.5
8586,PM2.5,Stateair.mn,µg/m3,2016-12-09 07:00:00,377.9,739.9,739.7
8587,PM2.5,Stateair.mn,µg/m3,2016-12-09 08:00:00,323.3,377.9,739.9
8588,PM2.5,Stateair.mn,µg/m3,2016-12-09 09:00:00,223.8,323.3,377.9
8589,PM2.5,Stateair.mn,µg/m3,2016-12-09 10:00:00,265.1,223.8,323.3
8590,PM2.5,Stateair.mn,µg/m3,2016-12-09 11:00:00,303.3,265.1,223.8
8591,PM2.5,Stateair.mn,µg/m3,2016-12-09 12:00:00,303.3,303.3,265.1
8592,PM2.5,Stateair.mn,µg/m3,2016-12-09 13:00:00,193.4,303.3,303.3
8593,PM2.5,Stateair.mn,µg/m3,2016-12-09 14:00:00,115.2,193.4,303.3
8594,PM2.5,Stateair.mn,µg/m3,2016-12-09 15:00:00,81.4,115.2,193.4
8595,PM2.5,Stateair.mn,µg/m3,2016-12-09 16:00:00,58.9,81.4,115.2
8596,PM2.5,Stateair.mn,µg/m3,2016-12-09 17:00:00,47.3,58.9,81.4
8597,PM2.5,Stateair.mn,µg/m3,2016-12-09 18:00:00,53.1,47.3,58.9
8598,PM2.5,Stateair.mn,µg/m3,2016-12-09 19:00:00,67.1,53.1,47.3
8599,PM2.5,Stateair.mn,µg/m3,2016-12-09 20:00:00,73.5,67.1,53.1
8600,PM2.5,Stateair.mn,µg/m3,2016-12-09 21:00:00,139.8,73.5,67.1
8601,PM2.5,Stateair.mn,µg/m3,2016-12-09 22:00:00,173.9,139.8,73.5
8602,PM2.5,Stateair.mn,µg/m3,2016-12-09 23:00:00,173.8,173.9,139.8
8603,PM2.5,Stateair.mn,µg/m3,2016-12-10 00:00:00,-999.0,173.8,173.9
8604,PM2.5,Stateair.mn,µg/m3,2016-12-10 01:00:00,-999.0,-999.0,173.8
8605,PM2.5,Stateair.mn,µg/m3,2016-12-10 02:00:00,-999.0,-999.0,-999.0
8606,PM2.5,Stateair.mn,µg/m3,2016-12-10 03:00:00,-999.0,-999.0,-999.0
8607,PM2.5,Stateair.mn,µg/m3,2016-12-10 04:00:00,-999.0,-999.0,-999.0
8608,PM2.5,Stateair.mn,µg/m3,2016-12-10 05:00:00,-999.0,-999.0,-999.0
8609,PM2.5,Stateair.mn,µg/m3,2016-12-10 06:00:00,-999.0,-999.0,-999.0
8610,PM2.5,Stateair.mn,µg/m3,2016-12-10 07:00:00,347.3,-999.0,-999.0
8611,PM2.5,Stateair.mn,µg/m3,2016-12-10 08:00:00,281.5,347.3,-999.0
8612,PM2.5,Stateair.mn,µg/m3,2016-12-10 09:00:00,217.2,281.5,347.3
8613,PM2.5,Stateair.mn,µg/m3,2016-12-10 10:00:00,211.9,217.2,281.5
8614,PM2.5,Stateair.mn,µg/m3,2016-12-10 11:00:00,140.3,211.9,217.2
8615,PM2.5,Stateair.mn,µg/m3,2016-12-10 12:00:00,140.3,140.3,211.9
8616,PM2.5,Stateair.mn,µg/m3,2016-12-10 13:00:00,93.2,140.3,140.3
8617,PM2.5,Stateair.mn,µg/m3,2016-12-10 14:00:00,82.2,93.2,140.3
8618,PM2.5,Stateair.mn,µg/m3,2016-12-10 15:00:00,54.3,82.2,93.2
8619,PM2.5,Stateair.mn,µg/m3,2016-12-10 16:00:00,33.5,54.3,82.2
8620,PM2.5,Stateair.mn,µg/m3,2016-12-10 17:00:00,23.0,33.5,54.3
8621,PM2.5,Stateair.mn,µg/m3,2016-12-10 18:00:00,19.4,23.0,33.5
8622,PM2.5,Stateair.mn,µg/m3,2016-12-10 19:00:00,17.1,19.4,23.0
8623,PM2.5,Stateair.mn,µg/m3,2016-12-10 20:00:00,23.0,17.1,19.4
8624,PM2.5,Stateair.mn,µg/m3,2016-12-10 21:00:00,31.5,23.0,17.1
8625,PM2.5,Stateair.mn,µg/m3,2016-12-10 22:00:00,27.7,31.5,23.0
8626,PM2.5,Stateair.mn,µg/m3,2016-12-10 23:00:00,73.8,27.7,31.5
8627,PM2.5,Stateair.mn,µg/m3,2016-12-11 00:00:00,47.9,73.8,27.7
8628,PM2.5,Stateair.mn,µg/m3,2016-12-11 01:00:00,40.4,47.9,73.8
8629,PM2.5,Stateair.mn,µg/m3,2016-12-11 02:00:00,194.7,40.4,47.9
8630,PM2.5,Stateair.mn,µg/m3,2016-12-11 03:00:00,194.8,194.7,40.4
8631,PM2.5,Stateair.mn,µg/m3,2016-12-11 04:00:00,300.3,194.8,194.7
8632,PM2.5,Stateair.mn,µg/m3,2016-12-11 05:00:00,249.8,300.3,194.8
8633,PM2.5,Stateair.mn,µg/m3,2016-12-11 06:00:00,235.0,249.8,300.3
8634,PM2.5,Stateair.mn,µg/m3,2016-12-11 07:00:00,255.6,235.0,249.8
8635,PM2.5,Stateair.mn,µg/m3,2016-12-11 08:00:00,296.0,255.6,235.0
8636,PM2.5,Stateair.mn,µg/m3,2016-12-11 09:00:00,330.8,296.0,255.6
8637,PM2.5,Stateair.mn,µg/m3,2016-12-11 10:00:00,277.7,330.8,296.0
8638,PM2.5,Stateair.mn,µg/m3,2016-12-11 11:00:00,270.8,277.7,330.8
8639,PM2.5,Stateair.mn,µg/m3,2016-12-11 12:00:00,270.9,270.8,277.7
8640,PM2.5,Stateair.mn,µg/m3,2016-12-11 13:00:00,273.0,270.9,270.8
8641,PM2.5,Stateair.mn,µg/m3,2016-12-11 14:00:00,219.8,273.0,270.9
8642,PM2.5,Stateair.mn,µg/m3,2016-12-11 15:00:00,146.8,219.8,273.0
8643,PM2.5,Stateair.mn,µg/m3,2016-12-11 16:00:00,104.5,146.8,219.8
